success,n_prior_ipos,n_prior_acquisitions,n_prior_exits,has_prior_ipo,has_prior_acquisition,has_any_prior_exit,has_multiple_exits,has_big_prior_ipo,has_well_known_acquirer,n_degrees,best_qs_ranking,has_top_10_qs,has_top_50_qs,has_top_200_qs,has_phd,has_mba,has_master,has_bachelor,has_cs_field,has_engineering_field,has_business_field,has_stem_field,n_jobs,total_career_years,n_unique_industries_worked,had_c_level_role,had_founder_role,had_leadership_role,had_senior_tech_role,max_company_size,worked_at_big_company,worked_at_huge_company,n_startup_jobs,industry_is_tech,industry_is_health,industry_is_finance,worked_in_target_industry,career_breadth,avg_job_duration,elite_education_x_leadership,serial_entrepreneur,technical_founder
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,0,0,1,1,7.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,21.0,0,1,1,0,0,1,1,0,0,1,1,6,6.5,3,0,0,0,0,3000,1,0,1,0,0,0,1,0.5,1.0833333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,0,1,0,0,1,0,8,13.0,4,0,1,0,0,30,0,0,3,0,0,0,0,0.5,1.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,3,11.0,3,1,1,1,0,15000,1,1,0,0,0,0,0,1.0,3.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,0,0,1,7,27.5,1,0,0,1,1,15000,1,1,0,1,0,0,0,0.14285714285714285,3.9285714285714284,0,0,1
0,0,0,0,0,0,0,0,0,0,2,130.0,0,0,1,0,0,0,1,0,0,0,0,3,9.5,3,0,0,0,0,3000,1,0,0,0,0,0,0,1.0,3.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,0,1,1,1,1,0,1,6,14.0,3,1,0,1,1,15000,1,1,0,1,0,0,1,0.5,2.3333333333333335,0,0,1
0,0,0,0,0,0,0,0,0,0,2,54.0,0,0,1,0,0,1,1,0,0,0,0,3,3.0,2,1,0,1,1,15000,1,1,0,0,0,0,0,0.6666666666666666,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,5,13.0,4,1,1,1,0,15000,1,1,1,0,0,1,0,0.8,2.6,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,7,10.0,3,1,0,1,1,15000,1,1,3,1,0,0,1,0.42857142857142855,1.4285714285714286,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,12,28.0,7,1,1,1,1,15000,1,1,6,0,0,1,0,0.5833333333333334,2.3333333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,2,0,0,0,0,15000,1,1,0,0,1,0,0,1.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,8,16.0,1,0,0,0,1,125,0,0,1,1,0,0,1,0.125,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,1,0,3,6.0,2,0,0,1,1,750,0,0,0,1,0,0,1,0.6666666666666666,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,7500,1,1,0,1,0,0,1,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,12.5,3,0,0,0,0,7500,1,1,0,0,0,0,1,1.0,4.166666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,1,0,1,5,6.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0.2,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,3,12.0,0,1,1,1,0,1,0,1,0,0,1,3,6.5,3,0,0,0,0,15000,1,1,1,1,0,0,0,1.0,2.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,1,0,0,0,2,2.0,2,1,1,1,0,3000,1,0,1,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,1,0,1,0,1,0,0,1,2,3.5,2,1,0,0,0,7500,1,1,0,1,0,0,0,1.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,5,250.0,0,0,0,0,0,0,1,0,0,0,1,2,12.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.5,6.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,1,0,1,8,21.0,1,1,1,1,0,15000,1,1,0,1,0,0,0,0.125,2.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,127.0,0,0,1,0,0,1,1,0,0,0,0,11,30.5,4,1,1,1,0,1,0,0,1,0,1,0,0,0.36363636363636365,2.772727272727273,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,1,0,1,7,18.5,2,0,1,0,1,7500,1,1,1,1,0,0,1,0.2857142857142857,2.642857142857143,0,0,0
0,0,0,0,0,0,0,0,0,0,1,29.0,0,1,1,0,0,0,1,0,0,0,0,6,12.5,2,1,1,1,0,750,0,0,2,0,0,0,0,0.3333333333333333,2.0833333333333335,1,0,0
0,0,0,0,0,0,0,0,0,0,4,141.0,0,0,1,1,0,0,1,0,0,0,0,8,24.0,4,1,0,1,1,7500,1,1,1,1,0,0,1,0.5,3.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,1,0,3,9.5,2,0,0,1,0,7500,1,1,0,0,0,0,1,0.6666666666666666,3.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,6,24.5,1,1,0,1,1,15000,1,1,0,0,0,0,1,0.16666666666666666,4.083333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,0,3,4.5,2,1,0,0,0,15000,1,1,0,0,0,1,0,0.6666666666666666,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,10,15.5,2,1,0,0,1,15000,1,1,0,0,0,0,0,0.2,1.55,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,1,0,1,0,0,30,0,0,1,0,1,0,0,1.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,11,16.0,3,1,1,0,1,15000,1,1,1,1,0,0,1,0.2727272727272727,1.4545454545454546,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,0,0,1,1,5,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,64.0,0,0,1,0,0,0,0,1,0,0,1,6,10.0,2,1,0,1,0,125,0,0,2,0,0,0,0,0.3333333333333333,1.6666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,2,77.0,0,0,1,0,0,0,1,1,1,0,1,6,9.0,2,1,0,0,1,15000,1,1,0,0,0,0,1,0.3333333333333333,1.5,0,0,1
0,0,0,0,0,0,0,0,0,0,3,15.0,0,1,1,0,0,1,1,1,1,0,1,7,8.5,3,1,1,0,0,15000,1,1,2,1,0,0,1,0.42857142857142855,1.2142857142857142,1,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,0,1,0,0,0,0,0,2,3.5,1,0,0,0,1,6,0,0,1,0,0,0,0,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,13,16.0,5,1,0,1,1,15000,1,1,0,1,0,0,0,0.38461538461538464,1.2307692307692308,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,1,1,0,1,1,1,7,17.0,4,1,0,1,1,15000,1,1,1,0,1,0,0,0.5714285714285714,2.4285714285714284,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,0,0,1,0,0,1,0,3,7.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,1,0,0,1,8,16.0,5,1,0,1,0,15000,1,1,0,1,0,0,0,0.625,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,5,18.5,2,1,1,1,0,7500,1,1,2,0,0,0,1,0.4,3.7,0,0,0
0,0,0,0,0,0,0,0,0,0,2,88.0,0,0,1,0,0,0,1,0,0,0,0,2,3.5,2,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,7,14.0,3,0,0,1,1,3000,1,0,2,1,0,0,0,0.42857142857142855,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,2,2.0,2,0,0,0,1,15000,1,1,0,0,0,0,1,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,4,5.5,4,1,1,0,0,15000,1,1,3,1,0,0,0,1.0,1.375,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,8,8.0,5,1,1,1,0,15000,1,1,2,1,0,0,0,0.625,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,127.0,0,0,1,0,0,0,1,0,1,0,1,1,1.0,1,0,0,0,0,3000,1,0,0,1,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,3,6.0,2,0,0,0,0,15000,1,1,0,0,0,0,0,0.6666666666666666,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,1,1,1,0,0,125,0,0,0,0,1,0,1,0.5,4.25,0,0,0
0,0,1,1,0,1,1,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,5,14.0,3,1,1,1,1,15000,1,1,0,0,0,0,0,0.6,2.8,0,1,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,0,1,1,0,1,4,10.5,2,0,1,0,0,125,0,0,0,0,0,0,0,0.5,2.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,81.0,0,0,1,0,0,0,1,0,1,0,1,11,20.0,5,1,0,1,0,3000,1,0,3,1,0,0,1,0.45454545454545453,1.8181818181818181,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,1,1,1,2,2.0,2,0,0,0,0,750,0,0,0,0,0,0,1,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,1,1,3,14.5,2,0,0,0,0,3000,1,0,0,1,0,0,0,0.6666666666666666,4.833333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,1,0,7,7.5,3,1,1,1,0,15000,1,1,0,0,0,0,0,0.42857142857142855,1.0714285714285714,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,1,0,1,2,3.5,2,0,0,0,0,7500,1,1,0,1,0,0,0,1.0,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,5,6.5,3,1,1,1,0,15000,1,1,0,0,0,1,1,0.6,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,4,10.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0.25,2.625,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1,0,1,0,0,15000,1,1,0,1,0,0,0,0.3333333333333333,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,8,14.0,6,1,1,1,1,15000,1,1,2,1,0,0,1,0.75,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,3,26.0,0,1,1,1,1,0,1,1,0,0,1,5,8.0,3,1,0,1,1,15000,1,1,2,0,1,0,1,0.6,1.6,1,0,1
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,130.0,0,0,1,1,0,1,1,0,1,0,1,1,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,0,1,0,0,0,1,7,21.5,2,1,0,1,1,15000,1,1,0,0,1,0,0,0.2857142857142857,3.0714285714285716,0,0,0
0,0,0,0,0,0,0,0,0,0,4,250.0,0,0,0,1,0,0,1,0,0,0,1,3,3.5,1,0,0,0,0,3000,1,0,0,0,1,0,0,0.3333333333333333,1.1666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,1,0,0,1,6,35.5,3,1,1,1,1,15000,1,1,1,1,0,0,1,0.5,5.916666666666667,0,0,1
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,1,0,1,0,0,0,0,1,2.5,1,0,0,0,0,30,0,0,1,0,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,2,8.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0.5,4.25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,5,10.0,2,1,0,1,1,125,0,0,1,0,0,1,0,0.4,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,54.0,0,0,1,0,0,0,1,1,0,0,1,6,20.5,2,1,0,1,1,15000,1,1,0,1,0,0,0,0.3333333333333333,3.4166666666666665,0,0,1
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,1,1,0,0,0,1,3,4.5,1,1,0,0,0,15000,1,1,0,0,0,0,0,0.3333333333333333,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,2,5.5,1,0,1,0,0,30,0,0,1,0,0,0,1,0.5,2.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,3,8.0,1,1,1,0,0,30,0,0,2,1,0,0,0,0.3333333333333333,2.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,4,14.0,2,1,1,1,0,30,0,0,3,0,0,0,1,0.5,3.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,1,0,1,6,24.5,3,0,1,1,1,350,0,0,2,1,0,0,1,0.5,4.083333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,2,130.0,0,0,1,0,0,1,1,0,0,0,0,12,32.0,6,1,0,1,1,15000,1,1,0,0,0,0,1,0.5,2.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,0,0,0,1,3,7.5,1,0,0,0,0,3000,1,0,0,0,0,0,0,0.3333333333333333,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,187.0,0,0,1,0,1,1,1,0,0,0,1,5,13.0,3,1,0,1,1,15000,1,1,1,0,1,0,1,0.6,2.6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,11.5,1,1,0,1,0,3000,1,0,0,0,0,0,0,0.3333333333333333,3.8333333333333335,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,0,0,0,1,3,3.0,2,1,0,0,1,3000,1,0,0,0,1,0,0,0.6666666666666666,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,1,0,1,1,0,0,0,0,3,4.5,2,1,0,1,0,3000,1,0,1,1,0,0,0,0.6666666666666666,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,1,5,16.5,3,1,1,1,1,15000,1,1,1,1,0,0,1,0.6,3.3,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,1,0,1,5,10.0,3,1,0,1,0,15000,1,1,1,0,0,0,0,0.6,2.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,12.0,0,1,1,0,0,1,1,0,0,0,1,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,1,6,9.0,2,0,0,0,1,750,0,0,0,0,0,1,0,0.3333333333333333,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,6,250.0,0,0,0,0,0,1,1,0,0,0,0,8,11.0,2,1,0,1,0,15000,1,1,1,1,0,0,0,0.25,1.375,0,0,0
0,0,0,0,0,0,0,0,0,0,2,79.0,0,0,1,0,0,0,0,0,0,0,0,6,13.5,4,1,1,1,1,750,0,0,0,0,0,0,0,0.6666666666666666,2.25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1,0,1,0,750,0,0,0,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,1,2,2.0,2,0,0,0,0,350,0,0,0,0,0,0,1,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,3,5.0,1,1,1,1,0,125,0,0,1,0,0,0,1,0.3333333333333333,1.6666666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,1,0,1,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,1,1,0,1,1,1,1,1.0,1,0,0,0,0,15000,1,1,0,0,0,0,0,1.0,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,32.0,0,1,1,0,0,0,1,0,0,0,0,7,32.0,1,1,1,1,1,15000,1,1,0,0,0,0,0,0.14285714285714285,4.571428571428571,1,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,3,1,0,0,1,15000,1,1,1,1,0,0,0,1.0,1.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,2,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,1,0,1,4,15.5,2,0,0,0,1,15000,1,1,0,1,0,0,1,0.5,3.875,0,0,0
0,0,0,0,0,0,0,0,0,0,3,12.0,0,1,1,0,1,1,1,0,0,1,0,2,1.0,2,0,0,0,1,15000,1,1,1,1,0,0,0,1.0,0.5,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,5,6.5,3,1,0,0,1,30,0,0,3,1,0,0,1,0.6,1.3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,9,19.0,5,1,1,1,0,15000,1,1,0,1,0,0,0,0.5555555555555556,2.111111111111111,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,3,8.0,2,1,0,1,0,15000,1,1,0,0,0,0,0,0.6666666666666666,2.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,8.0,1,1,1,0,0,0,0,0,0,0,0,1,7.5,1,1,1,1,0,125,0,0,0,0,0,1,0,1.0,7.5,1,0,0
0,0,0,0,0,0,0,0,0,0,2,13.0,0,1,1,0,1,0,1,0,0,0,0,6,26.0,1,1,0,1,1,7500,1,1,0,0,0,0,0,0.16666666666666666,4.333333333333333,1,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,9,18.5,4,1,0,1,1,125,0,0,2,0,0,0,1,0.4444444444444444,2.0555555555555554,0,0,0
0,0,1,1,0,1,1,0,0,0,1,8.0,1,1,1,0,0,0,0,0,0,0,0,5,14.5,3,1,1,1,0,7500,1,1,1,0,1,0,0,0.6,2.9,1,1,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,1,0,9,33.5,1,1,0,1,0,15000,1,1,0,0,0,0,1,0.1111111111111111,3.7222222222222223,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,1,1,1,1,0,1,3,8.0,2,1,0,1,1,15000,1,1,1,1,0,0,1,0.6666666666666666,2.6666666666666665,0,0,1
0,0,0,0,0,0,0,0,0,0,2,42.0,0,1,1,0,0,1,1,0,0,1,1,9,13.5,7,1,1,1,1,15000,1,1,1,1,0,0,0,0.7777777777777778,1.5,1,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,7.5,2,1,0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,2.5,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,1,0,0,1,0,0,0,1,2,7.5,2,1,0,1,0,6,0,0,1,0,0,0,0,1.0,3.75,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,2,1,0,0,0,15000,1,1,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0,0,0
0,0,0,0,0,0,0,0,0,0,2,61.0,0,0,1,0,1,0,1,0,0,0,0,7,18.5,3,1,0,1,1,15000,1,1,0,0,0,0,1,0.42857142857142855,2.642857142857143,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,0,1,1,1,0,0,0,1,2,1.0,2,1,0,1,0,15000,1,1,0,0,0,0,0,1.0,0.5,0,0,0
0,0,0,0,0,0,0,0,0,0,3,12.0,0,1,1,0,1,0,1,0,0,1,0,6,14.0,4,1,1,1,1,15000,1,1,2,1,0,0,1,0.6666666666666666,2.3333333333333335,1,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,3,5.5,2,1,0,1,1,15000,1,1,1,1,0,0,0,0.6666666666666666,1.8333333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,2,99.0,0,0,1,1,0,0,1,0,0,0,0,1,7.5,1,0,0,0,0,7500,1,1,0,0,0,0,0,1.0,7.5,0,0,0
0,0,0,0,0,0,0,0,0,0,4,250.0,0,0,0,0,1,1,1,0,0,1,0,2,7.5,2,0,0,0,0,15000,1,1,0,0,0,0,0,1.0,3.75,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,0,3,6.5,3,0,0,0,1,15000,1,1,1,0,0,0,1,1.0,2.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1.0,1,1,1,0,1,0,1,0,0,0,0,5,19.5,4,1,1,1,0,15000,1,1,0,0,0,0,0,0.8,3.9,1,0,0
0,0,0,0,0,0,0,0,0,0,0,999.0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,2,1,1,0,0,3000,1,0,2,1,0,0,1,0.4,1.0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,250.0,0,0,0,1,0,0,1,0,1,0,1,3,6.5,2,1,0,1,0,3000,1,0,0,0,0,0,1,0.6666666666666666,2.1666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,3,101.0,0,0,1,0,0,1,1,1,0,0,0,4,4.0,1,0,0,0,1,15000,1,1,0,0,0,0,0,0.25,1.0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,168.0,0,0,1,0,0,0,1,0,0,1,0,14,40.5,5,1,0,1,1,15000,1,1,0,0,1,0,0,0.35714285714285715,2.892857142857143,0,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,1,0,1,0,0,1,0,7,18.5,2,1,1,0,0,125,0,0,1,1,0,0,0,0.2857142857142857,2.642857142857143,0,0,0
0,0,1,1,0,1,1,0,0,0,2,250.0,0,0,0,1,0,1,0,1,1,0,1,15,38.0,3,1,1,1,1,15000,1,1,2,1,0,0,1,0.2,2.533333333333333,0,1,1
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,1,0,0,0,0,2,5.5,1,0,0,0,1,3000,1,0,1,1,0,0,0,0.5,2.75,0,0,0
0,0,0,0,0,0,0,0,0,0,3,111.0,0,0,1,1,0,0,1,0,1,1,1,2,3.5,1,0,0,0,0,7500,1,1,0,0,0,0,0,0.5,1.75,0,0,0
0,0,0,0,0,0,0,0,0,0,3,8.0,1,1,1,1,0,1,0,1,1,0,1,5,11.5,3,1,1,1,1,15000,1,1,0,0,0,0,0,0.6,2.3,1,0,1
0,0,0,0,0,0,0,0,0,0,4,43.0,0,1,1,0,0,1,1,0,0,0,0,2,8.5,2,1,0,0,0,30,0,0,2,0,0,0,1,1.0,4.25,1,0,0
0,0,0,0,0,0,0,0,0,0,2,35.0,0,1,1,0,0,1,1,0,0,0,1,5,8.0,2,1,0,1,0,3000,1,0,0,0,0,0,0,0.4,1.6,1,0,0
0,0,0,0,0,0,0,0,0,0,5,6.0,1,1,1,1,0,1,1,0,0,0,1,5,5.5,3,1,0,1,0,750,0,0,0,1,0,0,0,0.6,1.1,1,0,0
0,0,0,0,0,0,0,0,0,0,2,250.0,0,0,0,0,0,0,1,0,0,0,1,3,8.0,1,1,0,1,0,30,0,0,3,0,0,1,1,0.3333333333333333,2.6666666666666665,0,0,0
0,0,0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,9,12.5,3,1,1,1,0,15000,1,1,1,0,0,0,1,0.3333333333333333,1.3888888888888888,0,0,0
